"danceability","energy","acousticness","tempo","loudness"
0.731,0.538,0.16,122.63,-13.344
0.413,0.928,0.106,83.203,-3.671
0.541,0.968,0.000248,125.04,-4.129
0.59,0.946,0.381,103.832,-4.282
0.632,0.305,0.614,139.935,-11.842
0.799,0.291,0.873,97.984,-7.353
0.611,0.665,0.719,125.236,-8.187
0.621,0.761,0.132,122.351,-8.194
0.648,0.165,0.879,99.585,-16.446
0.762,0.476,0.366,130.007,-12.686
0.646,0.932,0.045,176.111,-4.178
0.54,0.765,0.279,107.772,-10.122
0.473,0.631,0.552,144.032,-8.448
0.729,0.515,0.566,84.01,-9.262
0.808,0.812,0.52,100.331,-5.012
0.417,0.381,0.708,75.876,-9.945
0.484,0.836,0.0159,90.878,-2.767
0.933,0.701,0.0374,112.965,-5.603
0.815,0.646,0.118,108.392,-9.784
0.353,0.544,0.581,88.898,-10.812
0.853,0.63,0.187,115.674,-14.193
0.585,0.412,0.387,124.688,-10.909
0.658,0.748,0.872,151.876,-6.323
0.963,0.822,0.475,118.499,-6.642
0.658,0.713,0.189,141.941,-4.95
0.914,0.415,0.0536,135.03,-10.708
0.869,0.385,0.135,149.897,-7.801
0.555,0.424,0.776,152.176,-11.874
0.466,0.828,0.0642,194.186,-4.289
0.711,0.259,0.528,129.75,-13.796
0.369,0.473,0.888,203.983,-7.557
0.324,0.519,0.78,47.94,-8.741
0.679,0.562,0.64,92.516,-14.521
0.435,0.33,0.788,173.526,-15.266
0.409,0.926,0.0744,132.203,-9.374
0.737,0.624,0.251,107.96,-6.487
0.655,0.687,0.0392,128.402,-7.612
0.619,0.322,0.516,112.228,-11.039
0.657,0.567,0.146,109.007,-12.871
0.542,0.654,0.23,144.971,-5.862
0.519,0.7,0.0458,133.465,-9.675
0.562,0.38,0.865,126.758,-15.932
0.646,0.366,0.582,90.338,-11.183
0.518,0.353,0.691,89.379,-8.721
0.684,0.839,0.294,91.136,-2.59
0.413,0.501,0.755,93.466,-7.431
0.715,0.817,0.0325,133.858,-6.227
0.545,0.479,0.134,127.938,-10.32
0.466,0.389,0.631,92.631,-12.825
0.534,0.464,0.797,156.001,-11.987
0.675,0.666,0.0187,120.558,-6.067
0.872,0.591,0.111,131.982,-6.952
0.605,0.877,0.000465,134.358,-9.946
0.633,0.61,0.238,111.55,-9.935
0.628,0.718,0.195,120.691,-9.367
0.765,0.502,0.119,144.204,-7.393
0.581,0.607,0.189,102.03,-8.458
0.769,0.663,0.716,104.747,-10.156
0.586,0.927,0.00924,73.023,-4.077
0.563,0.511,0.669,140.235,-9.544
0.525,0.652,0.278,127.673,-7.042
0.54,0.935,0.00205,147.793,-7.707
0.749,0.849,0.0299,145.169,-5.761
0.441,0.349,0.717,163.649,-11.864
0.774,0.881,0.0107,113.511,-4.681
0.686,0.74,0.0969,119.972,-12.793
0.542,0.503,0.223,105.428,-13.868
0.607,0.534,0.359,85.953,-5.923
0.326,0.313,0.177,76.785,-16.17
0.633,0.418,0.0222,116.426,-13.156
0.368,0.52,0.416,76.082,-9.418
0.414,0.428,0.382,145.075,-11.097
0.611,0.396,0.495,99.71,-13.741
0.522,0.324,0.875,93.493,-13.359
0.451,0.443,0.855,136.561,-10.482
0.469,0.383,0.642,98.013,-11.105
0.556,0.907,0.233,84.425,-5.638
0.696,0.334,0.61,111.632,-11.246
0.354,0.267,0.731,94.219,-13.69
0.695,0.661,0.69,136.205,-12.001
0.511,0.913,0.0273,121.451,-4.379
0.426,0.917,0.119,175.716,-2.968
0.86,0.561,0.274,152.984,-5.757
0.767,0.712,0.0409,124.091,-4.128
0.606,0.864,0.0116,121.049,-5.461
0.608,0.763,0.0799,135.53,-6.31
0.453,0.747,0.46,169.211,-10.895
0.498,0.875,0.168,103.732,-5.602
0.813,0.528,0.0715,79.532,-6.305
0.926,0.542,0.135,135.14,-5.064
0.796,0.615,0.0183,101.978,-5.053
0.559,0.377,0.442,135.652,-15.746
0.663,0.693,0.0149,66.002,-4.505
0.701,0.943,0.0747,128.992,-2.986
0.735,0.545,0.228,131.372,-12.106
0.407,0.589,0.547,109.009,-5.32
0.559,0.899,0.0524,169.95,-3.496
0.441,0.411,0.103,133.967,-7.839
0.752,0.781,0.272,121.988,-9.903
0.619,0.546,0.0192,120.675,-10.206
0.549,0.54,0.0399,139.714,-5.76
0.634,0.495,0.357,120.815,-14.641
0.449,0.465,0.524,89.087,-8.964
0.65,0.921,0.000798,119.8,-6.014
0.674,0.916,0.0735,120.974,-2.945
0.761,0.413,0.0107,118.727,-16.138
0.259,0.241,0.554,178.453,-15.955
0.532,0.342,0.294,103.672,-13.592
0.751,0.662,0.589,131.092,-11.467
0.308,0.481,0.711,85.561,-10.426
0.569,0.53,0.265,174.632,-8.495
0.698,0.662,0.564,141.639,-7.997
0.552,0.863,0.236,106.47,-2.853
0.576,0.325,0.851,96.538,-17.928
0.687,0.702,0.0064,129.956,-5.324
0.579,0.877,0.0289,126.336,-8.83
0.735,0.698,0.251,119.503,-10.124
0.771,0.563,0.252,113.915,-10.722
0.459,0.746,0.0779,93.3,-14.327
0.584,0.521,0.06,160.058,-5.782
0.588,0.793,0.466,76.997,-6.23
0.841,0.611,0.0568,137.048,-3.943
0.334,0.81,0.00457,151.643,-4.855
0.647,0.775,0.0769,107.724,-13.438
0.559,0.862,0.283,124.596,-7.819
0.607,0.492,0.134,86.53,-11.403
0.57,0.389,0.559,121.135,-14.206
0.653,0.865,0.0075,116.966,-6.395
0.697,0.853,0.0193,97.037,-4.219
0.723,0.596,0.0897,69.008,-5.677
0.603,0.478,0.795,157.84,-6.314
0.597,0.582,0.255,141.15,-9.424
0.693,0.637,0.00096,170.26,-5.487
0.644,0.674,0.0761,155.907,-6.998
0.419,0.484,0.405,96.222,-11.618
0.659,0.75,0.0368,91.463,-7.282
0.357,0.491,0.32,186.327,-11.421
0.566,0.716,0.00691,81.068,-5.733
0.623,0.677,0.0233,151.804,-5.215
0.476,0.443,0.105,72.888,-7.563
0.734,0.703,0.237,151.923,-6.256
0.713,0.826,0.0296,120.039,-7.16
0.453,0.788,0.00438,78.504,-9.23
0.589,0.696,8.65e-05,129.833,-8.109
0.672,0.782,0.326,109,-8.007
0.263,0.663,0.589,167.271,-8.264
0.573,0.635,0.000598,144.031,-6.621
0.222,0.932,0.271,133.26,-3.835
0.416,0.335,0.72,84.072,-7.171
0.541,0.701,0.0761,80.057,-7.287
0.667,0.473,0.624,114.984,-13.054
0.579,0.618,0.624,112.07,-8.237
0.844,0.644,0.0828,122.061,-6.273
0.443,0.69,0.0298,166.699,-10.698
0.622,0.528,0.717,140.734,-11.19
0.422,0.933,0.0654,175.99,-2.439
0.593,0.0668,0.949,102.456,-15.268
0.727,0.839,0.0694,108.964,-8.145
0.662,0.525,0.218,101.119,-11.976
0.577,0.953,0.0255,92.176,-6.416
0.578,0.286,0.864,80.975,-7.371
0.491,0.626,0.164,130.105,-8.511
0.457,0.406,0.852,173.012,-13.51
0.514,0.431,0.826,75.6,-10.888
0.485,0.441,0.466,140.009,-8.248
0.707,0.222,0.788,110.095,-11.716
0.812,0.767,0.358,104.99,-6.233
0.546,0.622,0.0722,104.493,-10.426
0.435,0.558,0.26,115.742,-5.423
0.808,0.504,0.232,137.048,-7.281
0.596,0.465,0.385,73.013,-8.511
0.424,0.86,0.577,133.421,-8.654
0.633,0.454,0.857,135.105,-11.29
0.535,0.415,0.194,80.75,-11.541
0.448,0.408,0.464,116.866,-5.941
0.741,0.626,0.02,108.029,-4.826
0.498,0.36,0.961,202.44,-16.664
0.895,0.681,0.157,121.918,-5.267
0.726,0.4,0.782,106.498,-7.474
0.357,0.285,0.809,71.092,-10.352
0.344,0.325,0.348,118.556,-10.005
0.603,0.802,0.648,83.462,-10.673
0.718,0.798,0.00447,100.031,-4.309
0.678,0.724,0.0878,118.429,-12.048
0.499,0.797,0.199,176.024,-3.77
0.461,0.267,0.834,87.918,-8.514
0.647,0.869,0.436,110.717,-1.044
0.734,0.485,0.357,95.321,-13.865
0.526,0.367,0.894,82.057,-8.388
0.736,0.761,0.0966,119.999,-5.449
0.645,0.306,0.57,121.953,-15.811
0.77,0.421,0.0281,131.935,-8.255
0.75,0.457,0.456,84.4,-10.785
0.547,0.542,0.451,98.055,-9.107
0.633,0.608,0.317,100.625,-6.69
0.524,0.417,0.568,95.116,-11.739
0.707,0.833,0.0808,145.997,-2.553
0.803,0.858,0.228,95.995,-3.859
0.633,0.655,0.617,146.868,-11.514
0.677,0.92,0.0262,95.006,-5.013
0.593,0.672,0.0727,180.233,-6.24
0.603,0.634,0.082,92.032,-5.638
0.509,0.843,0.000671,140.055,-3.318
0.564,0.436,0.189,112.119,-17.491
0.321,0.544,0.0837,144.067,-8.537
0.364,0.292,0.36,81.099,-11.064
0.619,0.751,0.25,115.028,-9.936
0.474,0.405,0.783,182.662,-6.492
0.545,0.78,0.182,159.638,-4.129
0.407,0.896,0.012,138.697,-2.935
0.86,0.861,0.0361,143.184,-7.131
0.211,0.31,0.913,79.957,-12.619
0.495,0.54,0.842,106.822,-8.575
0.275,0.432,0.569,167.83,-11.952
0.434,0.955,0.508,80.642,-7.215
0.803,0.534,0.35,125.839,-10.116
0.698,0.69,0.749,125.471,-6.69
0.575,0.844,0.226,87.007,-1.772
0.761,0.785,0.167,116.162,-14.423
0.613,0.272,0.537,142.914,-11.798
0.589,0.772,0.0105,97.274,-10.449
0.598,0.787,0.314,73.467,-8.88
0.579,0.299,0.84,89.463,-8.729
0.367,0.215,0.517,98.742,-16.652
0.61,0.891,0.000805,139.903,-5.452
0.831,0.967,0.24,132.824,-3.207
0.736,0.721,0.0143,96.365,-6.188
0.243,0.26,0.828,76.61,-5.876
0.479,0.544,0.000567,148.742,-7.343
0.757,0.83,0.00129,120.883,-13.169
0.765,0.643,0.0254,128.885,-6.075
0.584,0.685,0.0304,97.551,-7.811
0.823,0.617,0.0247,116.743,-10.571
0.551,0.44,0.606,167.923,-8.559
0.4,0.915,0.0846,88.917,-4.89
0.736,0.622,0.0235,191.971,-4.653
0.654,0.566,0.244,108.293,-10.313
0.802,0.738,0.0192,110.862,-5.975
0.655,0.717,0.461,113.685,-8.328
0.755,0.528,0.33,135.104,-8.946
0.312,0.418,0.131,130.795,-9.146
0.51,0.671,0.506,79.878,-11.92
0.38,0.443,0.479,63.122,-6.972
0.722,0.327,0.299,112.249,-9.612
0.365,0.687,0.232,155.593,-10.55
0.5,0.845,0.00184,95.199,-5.015
0.697,0.779,0.0784,167.498,-5.415
0.461,0.936,0.435,172.404,-6.866
0.373,0.673,5.67e-06,126.85,-4.494
0.784,0.709,0.366,123.346,-10.067
0.692,0.694,0.219,115.236,-11.705
0.775,0.583,0.148,73.426,-7.266
0.634,0.677,0.0117,135.012,-7.278
0.613,0.874,0.00139,108.038,-3.594
0.612,0.136,0.572,101.785,-12.687
0.432,0.218,0.989,111.041,-18.305
0.7,0.518,0.0471,75.973,-7.191
0.404,0.72,5.59e-05,121.649,-9.18
0.659,0.807,0.0687,126.662,-7.662
0.696,0.851,0.16,102.088,-4.006
0.466,0.416,0.742,98.78,-8.249
0.789,0.881,0.108,133.301,-5.758
0.352,0.355,0.425,156.119,-11.601
0.422,0.116,0.911,132.434,-16.518
0.535,0.717,0.486,205.359,-6.737
0.648,0.687,0.0078,77.468,-3.766
0.324,0.172,0.942,112.516,-11.692
0.711,0.44,0.472,107.603,-11.501
0.577,0.779,0.151,86.985,-4.404
0.571,0.604,0.000279,150.019,-14.474
0.602,0.598,0.542,89.25,-11.671
0.517,0.331,0.885,118.164,-12.977
0.69,0.787,0.0433,110.901,-10.431
0.508,0.318,0.759,122.04,-9.911
0.855,0.461,0.0965,104.96,-13.096
0.724,0.621,0.19,122.622,-12.374
0.454,0.618,0.0132,82.102,-8.225
0.771,0.684,0.00534,105.968,-8.742
0.687,0.586,0.0338,106.754,-5.991
0.389,0.838,0.0483,176.577,-9.883
0.601,0.293,0.325,143.362,-16.445
0.352,0.421,0.0452,145.735,-11.446
0.699,0.687,0.308,88.932,-3.997
0.575,0.905,0.000164,140.044,-3.411
0.265,0.241,0.87,94.416,-14.257
0.708,0.655,0.0583,89.99,-2.69
0.546,0.491,0.582,127.759,-13.649
0.873,0.561,0.0766,139.064,-7.013
0.818,0.776,0.0116,137.594,-10.616
0.641,0.345,0.827,105.437,-13.745
0.721,0.668,0.176,140.919,-5.561
0.276,0.517,0.0376,165.639,-9.628
0.378,0.505,0.432,95.254,-10.863
0.812,0.829,0.192,94.027,-1.734
0.315,0.739,0.492,133.072,-6.976
0.765,0.597,0.757,105.703,-10.278
0.63,0.625,0.231,167.998,-5.088
0.603,0.325,0.806,138.164,-13.339
0.635,0.731,0.0635,119.974,-7.881
0.64,0.576,0.499,125.429,-12.851
0.652,0.551,0.289,79.995,-6.299
0.67,0.903,0.0129,136.193,-5.796
0.741,0.763,0.0106,84.992,-6.514
0.535,0.528,0.308,146.169,-7.453
0.882,0.52,0.0589,96.846,-10.899
0.356,0.503,0.766,88.816,-8.937
0.72,0.72,0.195,126.041,-7.383
0.513,0.827,0.0287,115.029,-3.958
0.715,0.689,0.0143,111.504,-8.065
0.671,0.573,0.4,94.752,-8.574
0.623,0.425,0.306,116.593,-13.045
0.775,0.728,0.127,102.531,-7.77
0.777,0.47,0.00754,103.452,-13.376
0.223,0.805,0.615,171.842,-5.557
0.548,0.466,0.454,127.496,-8.894
0.592,0.678,0.242,83.976,-4.411
0.806,0.617,0.0403,128.915,-9.276
0.662,0.621,0.522,151.765,-11.648
0.561,0.836,0.0525,127.923,-3.939
0.729,0.805,0.00363,122.021,-5.183
0.551,0.683,0.0287,92.582,-9.296
0.77,0.77,0.0767,118.268,-9.34
0.831,0.834,0.0148,87.027,-5.327
0.53,0.843,0.00259,155.033,-5.917
0.696,0.643,0.000153,146.005,-5.218
0.507,0.601,0.583,165.434,-5.702
0.682,0.927,0.0843,101.019,-2.915
0.507,0.915,0.11,91.966,-9.658
0.72,0.532,3e-04,120.271,-17.31
0.276,0.386,0.785,81.113,-13.194
0.66,0.532,0.426,76.176,-12.418
0.495,0.554,0.129,88.764,-12.859
0.757,0.884,0.00795,120.012,-5.488
0.751,0.501,0.234,167.058,-12.151
0.787,0.582,0.0927,112.183,-14.708
0.623,0.722,0.322,138.357,-5.612
0.577,0.758,0.0197,131.554,-8.184
0.795,0.496,0.108,94.01,-5.883
0.859,0.397,0.21,105.569,-14.769
0.386,0.452,0.417,169.837,-7.715
0.597,0.623,0.384,149.984,-8.418
0.599,0.436,0.397,105.638,-14.691
0.75,0.404,0.216,95.045,-10.178
0.397,0.303,0.798,170.22,-10.413
0.287,0.67,6.28e-05,148.928,-9.381
0.543,0.241,0.733,71.878,-17.245
0.583,0.668,0.0146,111.995,-7.799
0.684,0.638,0.365,129.959,-9.025
0.54,0.597,0.271,85.471,-12.315
0.659,0.88,0.00193,102.731,-6.413
