"danceability","energy","acousticness","tempo","loudness"
0.612,0.588,0.251,104.723,-6.811
0.59,0.374,0.389,96.753,-13.498
0.68,0.755,0.244,128.779,-5.964
0.786,0.372,0.19,102.237,-17.765
0.686,0.264,0.876,97.604,-14.533
0.35,0.926,0.527,155.766,-6.512
0.417,0.56,0.0965,159.901,-10.844
0.56,0.867,0.000273,136.237,-4.801
0.609,0.826,0.00488,99.476,-10.574
0.506,0.176,0.802,76.273,-13.962
0.534,0.658,0.26,118.771,-10.035
0.78,0.869,0.0744,157.902,-7.255
0.58,0.705,0.182,126.474,-10.305
0.659,0.672,0.413,139.868,-7.442
0.824,0.82,0.0419,112.822,-6.678
0.665,0.535,0.468,122.126,-7.766
0.7,0.864,0.0212,102.997,-3.629
0.672,0.687,0.158,132.206,-11.597
0.813,0.62,0.49,95.274,-12.454
0.324,0.867,0.122,130.483,-6.765
0.653,0.816,0.228,178.086,-4.353
0.716,0.652,0.102,109.295,-7.909
0.91,0.444,0.022,149.953,-8.126
0.834,0.797,0.62,119.885,-6.695
0.438,0.591,0.143,133.932,-8.521
0.478,0.309,0.83,99.925,-13.356
0.333,0.662,0.313,83.416,-7.61
0.624,0.61,0.459,82.65,-9.186
0.839,0.804,0.0192,122.973,-2.513
0.704,0.57,0.0222,141.888,-7.136
0.869,0.725,0.0453,132.989,-12.507
0.805,0.601,0.119,94.382,-9.7
0.454,0.405,0.144,139.185,-12.189
0.617,0.197,0.777,91.209,-12.145
0.872,0.391,0.469,134.021,-9.144
0.528,0.446,0.582,175.979,-8.665
0.703,0.761,0.115,104.838,-10.136
0.62,0.698,0.0168,90.058,-4.38
0.656,0.88,0.184,114.613,-4.137
0.557,0.874,0.00134,139.002,-5.729
0.728,0.993,0.00569,128.626,-6.262
0.765,0.788,0.0166,126.879,-9.896
0.727,0.896,0.171,99.381,-3.522
0.527,0.978,0.00124,141.169,-5.436
0.786,0.61,0.379,130.036,-6.736
0.615,0.479,0.588,127.04,-8.429
0.583,0.804,0.149,182.559,-8.539
0.558,0.915,0.116,184.78,-8.501
0.8,0.663,0.048,91.934,-3.832
0.606,0.344,0.782,80.829,-9.944
0.669,0.675,0.337,160.911,-2.869
0.611,0.387,0.118,85.978,-7.949
0.754,0.368,0.456,88.062,-15.8
0.648,0.814,0.639,92.43,-8.044
0.51,0.273,0.599,117.965,-14.56
0.416,0.258,0.898,116.599,-8.489
0.739,0.814,0.00358,121.51,-10.442
0.648,0.382,0.62,143.749,-9.986
0.398,0.639,0.235,154.247,-3.517
0.457,0.846,0.0598,177.353,-8.547
0.7,0.669,0.141,118.325,-3.453
0.621,0.747,0.00227,172.31,-6.552
0.438,0.55,0.827,107.606,-6.846
0.565,0.308,0.919,82.761,-11.841
0.504,0.594,0.132,128.693,-11.258
0.687,0.603,0.0742,94.715,-9.09
0.418,0.294,0.488,108.613,-14.145
0.659,0.852,0.584,97.963,-6.842
0.495,0.894,0.03,141.036,-4.07
0.66,0.695,0.0466,129.972,-6.896
0.754,0.442,0.324,118.641,-15.178
0.311,0.0851,0.898,169.994,-12.232
0.543,0.73,0.00631,150.187,-6.086
0.482,0.0766,0.893,75.722,-20.634
0.234,0.693,2.82e-05,106.933,-8.277
0.599,0.543,0.0129,91.105,-9.226
0.529,0.547,0.705,141.42,-10.475
0.552,0.562,0.0216,135.014,-6.862
0.585,0.571,0.197,126.836,-8.342
0.518,0.549,0.202,106.51,-9.723
0.632,0.641,0.153,161.373,-6.906
0.81,0.526,0.431,95.23,-9.627
0.599,0.733,0.327,147.305,-6.182
0.594,0.276,0.309,106.37,-10.726
0.323,0.666,0.31,176.455,-5.925
0.553,0.328,0.643,103.472,-10.797
0.939,0.501,0.0297,120.045,-5.476
0.585,0.412,0.387,124.688,-10.909
0.707,0.53,0.00535,121.98,-12.313
0.551,0.773,0.0673,90.003,-6.578
0.625,0.683,0.0955,95.628,-12.494
0.787,0.616,0.237,115.884,-14.243
0.484,0.322,0.446,142.379,-17.362
0.943,0.685,0.000507,125.515,-11.903
0.568,0.512,0.822,177.144,-12.223
0.41,0.5,0.397,82.784,-10.876
0.475,0.535,0.205,99.593,-11.719
0.701,0.781,0.0908,86.006,-8.493
0.865,0.896,0.27,111.457,-7.031
0.667,0.699,0.42,118.567,-7.574
0.717,0.797,0.000743,112.129,-5.678
0.796,0.646,0.0496,127.943,-5.596
0.502,0.484,0.0206,113.338,-14.219
0.679,0.672,0.0481,103.445,-7.006
0.682,0.585,0.456,125.553,-15.031
0.639,0.23,0.745,133.493,-12.466
0.788,0.785,0.337,109.113,-9.406
0.735,0.457,0.63,129.488,-12.052
0.444,0.634,0.0212,122.787,-9.281
0.561,0.203,0.654,131.348,-11.931
0.616,0.731,0.417,91.444,-7.282
0.513,0.827,0.0287,115.029,-3.958
0.541,0.366,0.938,94.809,-9.19
0.803,0.725,0.462,109.7,-4.726
0.893,0.646,0.112,132.97,-5.073
0.856,0.695,7.47e-05,125.107,-10.643
0.54,0.743,0.642,118.216,-9.784
0.608,0.821,0.0752,128.042,-4.985
0.522,0.523,0.183,82.408,-9.325
0.458,0.909,0.0567,118.227,-6.553
0.87,0.618,0.0057,98.93,-8.694
0.748,0.788,0.0591,120.076,-7.055
0.636,0.647,0.247,158.073,-6.971
0.887,0.576,0.0154,93.707,-15.075
0.522,0.751,0.000491,139.51,-5.46
0.706,0.912,0.0195,128.004,-4.44
0.569,0.759,0.124,90.974,-11.291
0.4,0.754,0.0186,160.031,-3.899
0.767,0.873,0.195,107.533,-9.562
0.387,0.214,0.892,84.899,-14.388
0.585,0.494,0.363,133.822,-8.751
0.459,0.772,0.736,93.24,-10.642
0.497,0.285,0.643,154.7,-14.537
0.673,0.569,0.245,122.432,-13.137
0.693,0.533,0.0859,120.718,-13.902
0.838,0.526,0.302,93.726,-13.079
0.551,0.805,0.101,112.082,-9.16
0.413,0.628,0.739,87.096,-4.441
0.634,0.856,0.000812,88.05,-4.064
0.699,0.604,0.0185,114.226,-13.404
0.631,0.843,0.00708,144.311,-7.489
0.708,0.663,0.0485,103.466,-12.344
0.763,0.631,0.688,111.953,-7.917
0.658,0.595,0.133,103.975,-8.704
0.334,0.617,0.334,85.227,-5.834
0.694,0.671,0.0371,83.999,-4.088
0.528,0.932,0.163,124.144,-4.545
0.813,0.78,0.0581,108.982,-4.899
0.587,0.72,0.179,99.916,-7.746
0.609,0.771,0.00255,101.893,-5.648
0.574,0.911,0.000618,98.075,-5.176
0.464,0.233,0.84,176.22,-14.399
0.731,0.813,0.00439,130.028,-7.366
0.838,0.401,0.111,93.49,-9.808
0.596,0.838,0.0189,94.982,-6.52
0.815,0.806,0.0786,121.006,-4.246
0.543,0.343,0.875,91.049,-11.862
0.524,0.885,0.00246,95.05,-5.105
0.468,0.693,0.909,84.762,-7.059
0.866,0.391,0.197,126.434,-7.632
0.725,0.65,0.326,125.032,-10.414
0.647,0.482,0.0764,94.077,-10.712
0.53,0.651,0.44,171.659,-9.386
0.517,0.827,0.102,76.968,-3.665
0.316,0.514,0.178,185.882,-7.048
0.555,0.686,0.407,80.057,-4.883
0.729,0.877,0.00462,117.853,-5.9
0.699,0.713,0.04,121.993,-5.507
0.749,0.463,0.208,90.028,-8.433
0.808,0.545,0.529,109.96,-5.728
0.228,0.046,0.812,90.57,-22.602
0.518,0.846,0.0216,158.74,-3.313
0.498,0.534,0.755,120.935,-8.346
0.344,0.745,0.197,172.124,-6.901
0.853,0.709,0.00276,170.044,-5.607
0.49,0.819,0.732,202.277,-7.08
0.547,0.614,0.654,81.686,-8.264
0.741,0.795,0.256,132.727,-12.885
0.455,0.623,0.0739,163.893,-3.878
0.382,0.547,0.703,107.895,-8.873
0.677,0.574,0.091,104.118,-11.714
0.588,0.568,0.16,106.938,-9.766
0.406,0.482,0.00546,119.827,-13.429
0.575,0.423,0.782,113.817,-12.768
0.554,0.978,0.111,135.095,-3.554
0.585,0.875,0.497,99.13,-6.243
0.518,0.727,0.186,96.26,-9.902
0.855,0.747,0.0276,98.018,-2.713
0.582,0.568,0.196,76.025,-6.051
0.491,0.957,0.00853,158.067,-3.67
0.709,0.698,0.385,110.721,-9.249
0.689,0.677,0.0704,153.919,-6.36
0.648,0.766,0.232,128.798,-8.514
0.582,0.829,0.000517,130.969,-5.688
0.467,0.272,0.537,67.024,-13.337
0.521,0.349,0.272,131.76,-15.392
0.473,0.305,0.873,98.374,-15.998
0.568,0.634,0.494,142.686,-12.336
0.534,0.853,0.795,134.46,-3.747
0.419,0.875,0.0124,140.783,-6.584
0.789,0.683,0.48,92.311,-8.835
0.455,0.713,0.23,169.633,-10.959
0.564,0.932,0.013,112.937,-10.068
0.715,0.584,0.432,90.987,-8.231
0.587,0.34,0.834,90.523,-9.387
0.501,0.376,0.462,136.871,-10.617
0.793,0.554,0.00695,119.993,-6.624
0.746,0.713,0.118,118.964,-11.996
0.713,0.523,0.817,127.254,-9.446
0.652,0.748,0.0849,94.1,-5.242
0.863,0.68,0.0457,130.092,-6.018
0.441,0.592,0.624,88.076,-8.139
0.733,0.797,0.0561,128.858,-9.203
0.736,0.795,0.498,104.066,-3.299
0.779,0.707,0.0991,140.894,-6.527
0.613,0.764,0.0527,160.015,-6.509
0.5,0.9,0.205,162.249,-3.577
0.386,0.802,0.101,163.907,-2.468
0.527,0.942,0.354,127.744,-3.801
0.582,0.657,0.619,79.208,-7.11
0.539,0.728,0.729,102.929,-7.727
0.659,0.342,0.777,112.878,-13.709
0.419,0.348,0.508,133.957,-13.032
0.499,0.308,0.754,75.91,-11.692
0.763,0.488,0.602,113.258,-13.709
0.541,0.703,0.0218,94.858,-5.573
0.889,0.609,0.00654,90.535,-6.438
0.815,0.646,0.118,108.392,-9.784
0.747,0.524,0.0306,140.053,-6.807
0.474,0.113,0.952,118.521,-16.277
0.702,0.735,0.243,105.177,-10.458
0.597,0.627,0.718,120.991,-8.57
0.819,0.612,0.177,98.424,-12.772
0.391,0.131,0.814,80.982,-13.729
0.648,0.516,0.00179,89.828,-8.869
0.644,0.591,0.668,149.136,-9.177
0.348,0.87,0.171,83.392,-5.86
0.472,0.4,0.698,115.822,-10.145
0.513,0.8,0.00751,120.976,-9.556
0.673,0.581,0.223,130.771,-10.205
0.865,0.778,0.0411,103.008,-10.05
0.596,0.901,0.0362,137.359,-7.373
0.78,0.492,0.304,98.046,-8.431
0.701,0.931,0.239,79.996,-0.945
0.742,0.422,0.559,134.624,-6.797
0.606,0.527,0.102,122.489,-15.238
0.72,0.478,0.115,97.073,-11.074
0.582,0.821,0.00754,100.025,-4.861
0.358,0.847,0.003,181.987,-3.5
0.585,0.789,0.00143,120.953,-2.834
0.36,0.881,0.0113,84.861,-6.815
0.405,0.689,0.0843,155.189,-5.75
0.547,0.636,0.0582,114.061,-10.948
0.597,0.66,0.132,136.283,-10.812
0.513,0.904,0.0181,104.767,-3.524
0.668,0.889,0.344,133.509,-10.809
0.806,0.45,0.179,132.016,-11.623
0.599,0.854,0.0746,119.986,-5.429
0.331,0.833,0.0115,72.369,-6.204
0.502,0.488,0.3,89.279,-12.265
0.503,0.748,0.0305,125.896,-4.124
0.731,0.538,0.0704,123.789,-11.013
0.604,0.517,0.797,137.11,-18.515
0.461,0.461,0.643,148.095,-11.004
0.768,0.881,0.0188,99.98,-4.392
0.802,0.837,0.12,124.951,-6.269
0.746,0.873,0.0244,148.075,-3.803
0.511,0.827,3.77e-05,121.459,-4.55
0.863,0.726,0.415,132.574,-6.649
0.714,0.858,0.288,76.676,-7.195
0.817,0.7,0.0412,128.006,-8.328
0.773,0.675,0.324,126.866,-8.697
0.612,0.807,0.0961,79.999,-4.14
0.441,0.402,0.713,66.781,-9.816
0.878,0.535,0.114,102.495,-10.128
0.517,0.246,0.788,105.24,-11.992
0.594,0.543,0.448,147.956,-10.095
0.798,0.662,0.00453,122.842,-9.045
0.543,0.384,0.242,128.768,-15.018
0.56,0.522,0.589,69.276,-11.518
0.46,0.395,0.849,176.21,-8.479
0.628,0.667,0.163,160.01,-6.282
0.874,0.552,0.000786,147.043,-7.951
0.78,0.481,0.249,116.17,-13.179
0.63,0.877,0.0659,114.033,-3.609
0.754,0.78,0.0038,120.143,-5.801
0.244,0.346,0.813,185.453,-8.741
0.409,0.406,0.823,147.585,-10.826
0.626,0.907,0.0851,148.704,-7.488
0.653,0.649,0.694,131.133,-9.534
0.609,0.818,0.114,78.955,-4.62
0.787,0.623,0.689,128.327,-8.241
0.62,0.903,0.18,130.992,-5.045
0.743,0.733,0.00402,104.977,-5.337
0.481,0.521,0.0494,118.762,-13.779
0.555,0.534,0.508,145.304,-8.547
0.831,0.921,0.153,108.002,-2.383
0.608,0.37,0.685,95.472,-14.309
0.408,0.494,0.267,161.698,-8.291
0.661,0.493,0.217,95.021,-8.485
0.603,0.463,0.354,129.773,-12.578
0.499,0.73,0.064,121.507,-8.687
0.625,0.475,0.447,99.649,-9.514
0.669,0.801,0.00359,122.012,-7.996
0.61,0.837,0.271,121.994,-5.686
0.903,0.714,0.0109,130.669,-12.426
0.433,0.785,0.00726,136.484,-13.527
0.499,0.594,0.00866,78.995,-6.328
0.646,0.635,0.00657,126.062,-7.322
0.751,0.708,0.0481,108.97,-5.645
0.578,0.855,0.0388,126.264,-8.057
0.531,0.648,0.649,116.572,-10.648
0.72,0.455,0.914,114.433,-11.189
0.475,0.375,0.468,140.277,-12.023
0.45,0.756,0.289,138.371,-13.32
0.876,0.63,0.0841,131.033,-4.992
0.712,0.757,0.63,117.367,-6.449
0.774,0.527,0.629,96.174,-12.064
0.602,0.81,0.0141,156.325,-4.653
0.432,0.738,0.042,153.712,-3.91
0.68,0.51,0.113,98.548,-11.658
0.663,0.693,0.0379,120.026,-5.776
0.717,0.638,0.108,110.35,-12.419
0.726,0.625,0.0773,96.982,-9.346
0.587,0.607,0.671,94.45,-7.797
0.48,0.405,0.497,152.646,-10.528
0.828,0.498,0.644,89.062,-13.101
0.897,0.431,0.00206,115.552,-12.234
0.673,0.888,0.261,110.772,-7.056
0.667,0.412,0.817,83.816,-7.544
0.814,0.481,0.097,96.252,-5.183
0.748,0.551,0.235,103.953,-6.12
0.897,0.662,0.0852,112.511,-6.903
0.467,0.471,0.572,132.164,-13.761
0.629,0.364,0.468,166.254,-12.259
0.626,0.624,0.383,133.732,-11.901
0.742,0.739,0.219,103.883,-5.797
0.695,0.818,0.00647,119.965,-5.379
0.27,0.528,0.036,159.24,-7.192
0.815,0.626,0.504,106.47,-13.406
0.603,0.694,0.0225,134.8,-4.853
0.534,0.87,0.000329,126.019,-3.078
0.62,0.446,0.589,88.591,-14.451
0.6,0.807,0.149,94.597,-3.845
0.6,0.51,0.714,130.219,-7.813
0.586,0.545,0.313,106.343,-9.712
0.762,0.748,0.0266,110.009,-4.15
